feature,importance
ECFP4_885,0.00034335259
ECFP4_577,0.00034111144
ECFP4_1680,0.00034094203
ECFP4_1447,0.00034087215
ECFP4_852,0.00034071878
ECFP4_1647,0.00033999272
ECFP4_380,0.0003398457
ECFP4_1011,0.00033950357
ECFP4_1754,0.00033949988
ECFP4_1417,0.0003384208
ECFP4_916,0.00033835636
ECFP4_1928,0.00033826006
ECFP4_1179,0.00033698196
ECFP4_988,0.00033687917
ECFP4_1024,0.000336463
ECFP4_456,0.0003360305
ECFP4_441,0.0003360143
ECFP4_1007,0.0003356301
ECFP4_158,0.00033550136
ECFP4_775,0.00033483707
ECFP4_1409,0.00033443113
ECFP4_516,0.00033385478
ECFP4_1818,0.00033365376
ECFP4_891,0.0003330227
ECFP4_698,0.00033299264
ECFP4_1986,0.00033250323
ECFP4_1670,0.00033161443
ECFP4_633,0.00033043485
ECFP4_1989,0.00032950134
ECFP4_612,0.0003294159
ECFP4_476,0.00032876513
ECFP4_351,0.0003284581
ECFP4_1916,0.00032823192
ECFP4_914,0.00032788847
ECFP4_458,0.0003277936
ECFP4_45,0.00032714635
ECFP4_532,0.00032604224
ECFP4_1015,0.00032601797
ECFP4_623,0.00032582058
ECFP4_1767,0.00032543115
ECFP4_1904,0.000325272
ECFP4_708,0.000323963
ECFP4_1132,0.0003236922
ECFP4_883,0.00032345392
ECFP4_384,0.0003225254
ECFP4_433,0.00032239855
ECFP4_731,0.0003220072
ECFP4_1473,0.00032079266
ECFP4_1629,0.00032054615
ECFP4_1013,0.00032027115
ECFP4_877,0.00031904815
ECFP4_590,0.00031900924
ECFP4_1313,0.00031895738
ECFP4_1783,0.00031885723
ECFP4_1682,0.00031814552
ECFP4_1532,0.00031741854
ECFP4_865,0.0003163882
ECFP4_2028,0.00031631914
ECFP4_507,0.0003159664
ECFP4_395,0.00031473621
ECFP4_389,0.00031458
ECFP4_1477,0.00031428382
ECFP4_1518,0.00031424023
ECFP4_1419,0.00031412617
ECFP4_1480,0.00031370486
ECFP4_903,0.00031284837
ECFP4_606,0.00031171954
ECFP4_84,0.0003107223
ECFP4_1209,0.0003104736
ECFP4_924,0.00030996284
ECFP4_250,0.00030948094
ECFP4_496,0.00030925305
ECFP4_782,0.00030913184
ECFP4_1487,0.00030880244
ECFP4_1307,0.0003084509
ECFP4_470,0.0003076806
ECFP4_643,0.00030756198
ECFP4_564,0.00030694826
ECFP4_947,0.00030612512
ECFP4_241,0.00030604165
ECFP4_1436,0.00030563842
ECFP4_1978,0.00030540887
ECFP4_1128,0.00030519534
ECFP4_1959,0.00030491847
ECFP4_743,0.00030417115
ECFP4_552,0.00030367935
ECFP4_329,0.00030341986
AAC_A,0.0003034151
ECFP4_669,0.0003029676
ECFP4_1304,0.0003024857
ECFP4_1698,0.00030240684
ECFP4_493,0.00030224508
ECFP4_1911,0.00030202282
ECFP4_504,0.00030179173
ECFP4_1326,0.00030153073
ECFP4_1134,0.00030150358
ECFP4_753,0.00030147177
ECFP4_78,0.00030122168
ECFP4_378,0.00030118437
ECFP4_257,0.00030117264
ECFP4_1648,0.0003009622
ECFP4_630,0.00030091964
ECFP4_820,0.00030075165
ECFP4_609,0.00030065043
ECFP4_1896,0.0003003668
ECFP4_1789,0.0003003178
ECFP4_1171,0.00029976686
ECFP4_234,0.0002996032
ECFP4_1651,0.00029868152
ECFP4_1602,0.0002985713
ECFP4_1085,0.0002975066
ECFP4_1393,0.0002974254
ECFP4_967,0.00029674303
ECFP4_705,0.00029670878
ECFP4_600,0.00029645202
ECFP4_654,0.00029606806
ECFP4_1799,0.0002957498
ECFP4_1620,0.000294962
ECFP4_116,0.0002949486
ECFP4_2039,0.00029493592
ECFP4_756,0.00029460803
ECFP4_1205,0.00029444418
ECFP4_1448,0.00029381443
ECFP4_113,0.0002925343
ECFP4_1538,0.00029209247
ECFP4_509,0.00029114314
ECFP4_31,0.00029100693
ECFP4_1612,0.0002907788
ECFP4_1565,0.00029016548
ECFP4_1017,0.0002900349
ECFP4_1133,0.00028886937
ECFP4_143,0.00028854364
ECFP4_249,0.00028824044
ECFP4_1129,0.0002880933
ECFP4_855,0.00028793473
ECFP4_255,0.00028777376
ECFP4_1408,0.00028727946
ECFP4_1050,0.0002871496
ECFP4_1650,0.00028713502
ECFP4_1466,0.00028644764
ECFP4_1047,0.00028596292
ECFP4_421,0.00028573125
ECFP4_1348,0.0002854829
ECFP4_358,0.00028535278
ECFP4_1182,0.0002850649
ECFP4_1004,0.0002845674
ECFP4_1567,0.00028390816
